order_id,order_date,covid_phase,customer_id,state,warehouse_id,product_id,product_category,order_channel,order_quantity,unit_price,discount_pct,marketing_channel,ad_spend_myr,website_traffic_source,sales_revenue,customer_segment,customer_age_group,payment_method,delivery_time_days,delivery_status,shipping_cost_rm,inventory_level_pct,stockout_flag,return_flag,customer_rating
ORD103322,2020-10-20,RMCO,CUST21362,Selangor,Penang Hub,ELE-2062,Electronics,Website,5,347.69,1.3,Organic Search,715.84,Paid Search,2688.85,New,35-44,Card,3.2,On-Time,10.8,39.8,0,0,4.3
ORD101035,2020-10-21,RMCO,CUST90349,Selangor,Northern Hub,FNB-7668,F&B,Mobile App,8,21.14,8.5,Google Ads,520.81,Email Campaign,803.36,Returning,25-34,E-Wallet,1.0,Delayed,8.97,26.8,0,0,4.6
ORD101635,2020-10-21,RMCO,CUST90394,Penang,Northern Hub,HPC-8076,Health & Personal Care,Website,7,47.66,23.2,Affiliate,502.34,Direct,736.87,Returning,18-24,Card,1.7,Delayed,7.97,55.2,0,0,4.4
ORD102787,2020-10-21,RMCO,CUST90020,Sabah,Klang Valley Hub,FNB-7246,F&B,Website,5,18.41,13.6,Google Ads,1312.71,Direct,2243.79,Returning,45-54,Card,3.1,On-Time,8.05,82.1,0,0,4.9
ORD101895,2020-10-21,RMCO,CUST20516,Johor,Penang Hub,FSH-2858,Fashion,Website,3,52.24,4.8,Facebook Ads,364.78,Social Media,803.76,New,18-24,COD,1.3,On-Time,10.63,53.7,0,0,4.7
ORD101127,2020-10-22,RMCO,CUST90167,Perak,Klang Valley Hub,HNL-6257,Home & Living,Website,3,81.92,10.8,Affiliate,777.59,Paid Search,1268.01,Returning,55+,Card,3.9,On-Time,6.48,28.1,0,1,3.9
ORD101344,2020-10-22,RMCO,CUST90243,Kuala Lumpur,Penang Hub,FSH-3488,Fashion,Mobile App,3,66.88,4.7,Organic Search,145.27,Direct,418.43,Returning,45-54,Card,3.3,Delayed,9.98,25.2,0,0,4.5
ORD103306,2020-10-22,RMCO,CUST20811,Selangor,Sabah/Sarawak Hub,FSH-2395,Fashion,Marketplace,6,55.57,7.4,Google Ads,200.51,Social Media,791.87,New,25-34,Bank Transfer,3.9,Delayed,22.58,63.1,0,1,5.0
ORD101015,2020-10-22,RMCO,CUST20694,Melaka,Klang Valley Hub,ELE-1215,Electronics,Marketplace,3,303.7,12.8,Affiliate,372.24,Paid Search,729.79,New,35-44,Card,4.9,On-Time,7.16,55.1,0,1,4.7
ORD101374,2020-10-22,RMCO,CUST90158,Negeri Sembilan,Klang Valley Hub,HNL-4639,Home & Living,Mobile App,3,81.14,14.4,Direct,167.6,Social Media,586.63,Loyal/VIP,18-24,E-Wallet,2.5,On-Time,8.46,38.1,0,0,4.3
ORD101034,2020-10-22,RMCO,CUST20525,Selangor,Penang Hub,ELE-9924,Electronics,Website,8,346.5,14.0,Email,426.77,Paid Search,2691.37,New,35-44,COD,3.0,On-Time,10.13,51.4,0,0,4.1
ORD100086,2020-10-22,RMCO,CUST90130,Johor,Klang Valley Hub,GRC-4305,Groceries,Website,6,24.45,10.0,Organic Search,185.11,Referral,407.41,Returning,35-44,E-Wallet,2.2,On-Time,5.66,39.8,0,0,4.2
ORD102940,2020-10-23,RMCO,CUST90372,Penang,Sabah/Sarawak Hub,ELE-5050,Electronics,Website,7,398.93,3.2,Affiliate,20.58,Email Campaign,1911.71,Returning,25-34,E-Wallet,2.3,On-Time,16.14,61.5,0,0,4.8
ORD101128,2020-10-23,RMCO,CUST21308,Johor,Penang Hub,GRC-1229,Groceries,Marketplace,8,26.56,17.2,Facebook Ads,1014.51,Social Media,1509.21,New,45-54,E-Wallet,3.4,On-Time,8.34,57.1,0,1,4.8
ORD100261,2020-10-24,RMCO,CUST90393,Negeri Sembilan,Penang Hub,GRC-6234,Groceries,Marketplace,9,23.35,15.5,Facebook Ads,942.62,Email Campaign,1498.66,Returning,45-54,COD,3.1,Delayed,9.37,35.0,0,0,4.0
ORD102150,2020-10-24,RMCO,CUST20256,Kuala Lumpur,Klang Valley Hub,ELE-2014,Electronics,Website,3,380.92,8.9,Affiliate,394.99,Paid Search,1481.53,New,45-54,Card,3.4,On-Time,7.26,80.7,0,0,3.6
ORD101910,2020-10-24,RMCO,CUST20043,Kuala Lumpur,Sabah/Sarawak Hub,ELE-7410,Electronics,Mobile App,6,401.48,0.8,Affiliate,1651.9,Social Media,4568.72,New,45-54,Bank Transfer,4.8,Delayed,17.5,64.3,0,0,3.5
ORD102100,2020-10-26,RMCO,CUST21874,Johor,Klang Valley Hub,BNK-1665,Baby & Kids,Mobile App,4,54.22,17.7,Influencer,578.12,Direct,1247.59,New,18-24,E-Wallet,2.5,On-Time,6.58,45.1,0,0,4.7
ORD100968,2020-10-26,RMCO,CUST90031,Penang,Northern Hub,GRC-3158,Groceries,Mobile App,6,26.96,1.8,Organic Search,1238.48,Direct,1792.41,Returning,25-34,COD,4.7,Delayed,11.86,47.4,0,0,4.6
ORD103436,2020-10-26,RMCO,CUST90012,Kedah,Johor Hub,HPC-9455,Health & Personal Care,Mobile App,7,49.15,22.1,Google Ads,803.77,Direct,1752.78,Loyal/VIP,55+,Card,3.3,On-Time,8.0,19.6,0,0,3.7
ORD101586,2020-10-27,RMCO,CUST20118,Perak,Penang Hub,HPC-1882,Health & Personal Care,Website,3,47.11,3.0,Affiliate,237.92,Paid Search,540.04,New,55+,Bank Transfer,4.4,On-Time,8.91,77.0,0,0,4.7
ORD101777,2020-10-27,RMCO,CUST90389,Melaka,Johor Hub,GRC-6538,Groceries,Mobile App,5,22.32,14.4,Email,849.92,Organic Search,1035.1,Returning,35-44,COD,2.7,On-Time,11.2,33.1,0,1,4.6
ORD103257,2020-10-27,RMCO,CUST20599,Penang,Penang Hub,HNL-6183,Home & Living,Website,3,81.5,7.7,Google Ads,462.19,Direct,963.59,New,25-34,Bank Transfer,2.2,On-Time,9.06,64.0,0,0,5.0
ORD101848,2020-10-27,RMCO,CUST21290,Selangor,Klang Valley Hub,FNB-1811,F&B,Mobile App,1,19.39,5.3,Google Ads,420.56,Referral,939.23,New,45-54,E-Wallet,3.9,Delayed,8.02,40.3,0,0,4.3
ORD101936,2020-10-27,RMCO,CUST90131,Perak,Klang Valley Hub,BNK-5377,Baby & Kids,Marketplace,8,61.76,11.7,Facebook Ads,1151.66,Organic Search,2281.35,Loyal/VIP,25-34,E-Wallet,3.7,Delayed,7.39,44.1,0,0,4.2
ORD103159,2020-10-27,RMCO,CUST90279,Selangor,Klang Valley Hub,ELE-6040,Electronics,Marketplace,7,402.03,24.1,Google Ads,436.5,Paid Search,2410.96,Returning,25-34,Card,4.2,On-Time,8.96,51.4,0,0,4.2
ORD100625,2020-10-27,RMCO,CUST90109,Selangor,Northern Hub,FNB-8991,F&B,Mobile App,7,21.97,9.5,Email,520.39,Direct,1076.22,Returning,45-54,Bank Transfer,3.3,Delayed,11.59,41.7,0,0,4.3
ORD100353,2020-10-28,RMCO,CUST90308,Melaka,Klang Valley Hub,HNL-1850,Home & Living,Mobile App,4,86.04,14.8,Google Ads,371.67,Organic Search,531.72,Loyal/VIP,35-44,Card,2.5,On-Time,6.08,35.0,0,0,4.4
ORD101512,2020-10-28,RMCO,CUST20363,Kuala Lumpur,Penang Hub,BNK-4991,Baby & Kids,Mobile App,7,60.03,22.0,Organic Search,252.95,Social Media,1139.68,New,35-44,E-Wallet,2.9,On-Time,10.15,63.2,0,0,3.7
ORD102775,2020-10-28,RMCO,CUST21317,Selangor,Johor Hub,GRC-6932,Groceries,Mobile App,8,21.52,25.9,Organic Search,558.94,Social Media,1165.03,New,25-34,COD,4.7,Delayed,8.08,26.3,0,0,3.7
ORD102223,2020-10-28,RMCO,CUST90324,Penang,Klang Valley Hub,GRC-3390,Groceries,Mobile App,2,24.31,9.8,Affiliate,1008.08,Social Media,2784.57,Loyal/VIP,45-54,Card,3.1,On-Time,6.75,59.5,0,0,3.8
ORD102664,2020-10-28,RMCO,CUST90161,Kuala Lumpur,Northern Hub,FNB-8171,F&B,Marketplace,4,18.16,7.6,Direct,46.04,Paid Search,100.13,Returning,25-34,Card,1.0,On-Time,8.83,56.3,0,0,5.0
ORD103217,2020-10-28,RMCO,CUST20452,Selangor,Penang Hub,GRC-9159,Groceries,Marketplace,8,25.82,18.9,Influencer,676.69,Direct,1644.07,New,35-44,E-Wallet,1.4,Delayed,7.74,92.9,0,0,4.4
ORD102603,2020-10-28,RMCO,CUST20574,Perak,Sabah/Sarawak Hub,GRC-3421,Groceries,Website,6,22.34,15.4,Email,279.17,Paid Search,575.04,New,55+,Bank Transfer,5.3,On-Time,23.7,37.4,0,0,3.5
ORD101106,2020-10-28,RMCO,CUST21397,Penang,Penang Hub,HPC-7345,Health & Personal Care,Mobile App,3,48.54,4.2,Organic Search,219.95,Paid Search,280.08,New,45-54,Card,6.0,Delayed,10.95,83.7,0,1,3.3
ORD103059,2020-10-28,RMCO,CUST90235,Melaka,Klang Valley Hub,ELE-1733,Electronics,Marketplace,4,371.94,6.8,Influencer,324.23,Paid Search,1946.06,Returning,55+,Card,3.2,On-Time,8.56,42.6,0,0,3.8
ORD100514,2020-10-28,RMCO,CUST21168,Penang,Klang Valley Hub,GRC-1153,Groceries,Website,4,22.43,27.8,Google Ads,462.06,Social Media,1202.21,New,35-44,Bank Transfer,3.1,On-Time,8.11,70.2,0,0,4.3
ORD100779,2020-10-29,RMCO,CUST20017,Kuala Lumpur,Johor Hub,FNB-8529,F&B,Marketplace,4,19.47,18.6,Influencer,223.23,Social Media,420.92,New,45-54,Card,2.4,On-Time,10.08,81.9,0,0,4.6
ORD101715,2020-10-29,RMCO,CUST90181,Kuala Lumpur,Klang Valley Hub,ELE-5178,Electronics,Website,3,361.99,6.4,Organic Search,706.03,Organic Search,1480.66,Loyal/VIP,25-34,Bank Transfer,3.9,Delayed,7.91,65.6,0,0,4.5
ORD101937,2020-10-29,RMCO,CUST90178,Perak,Penang Hub,HPC-3668,Health & Personal Care,Marketplace,7,42.58,1.6,Facebook Ads,166.35,Organic Search,572.63,Loyal/VIP,18-24,E-Wallet,4.2,On-Time,9.51,97.2,0,0,4.3
ORD102271,2020-10-29,RMCO,CUST90376,Kuala Lumpur,Sabah/Sarawak Hub,FNB-3886,F&B,Mobile App,5,18.81,19.0,Influencer,389.77,Paid Search,660.94,Returning,45-54,Bank Transfer,1.0,On-Time,16.5,41.8,0,0,5.0
ORD102745,2020-10-29,RMCO,CUST90059,Kuala Lumpur,Klang Valley Hub,BNK-8669,Baby & Kids,Marketplace,6,61.04,13.1,Direct,668.24,Organic Search,1737.56,Returning,55+,E-Wallet,5.7,On-Time,6.64,23.1,0,0,4.1
ORD100867,2020-10-29,RMCO,CUST21400,Johor,Klang Valley Hub,ELE-8336,Electronics,Mobile App,3,339.38,6.5,Influencer,765.81,Organic Search,2717.92,New,25-34,Bank Transfer,2.1,Delayed,8.1,37.9,0,1,5.0
ORD102029,2020-10-29,RMCO,CUST20342,Kuala Lumpur,Sabah/Sarawak Hub,SPO-3301,Sports & Outdoor,Mobile App,9,102.14,13.0,Email,424.62,Referral,2162.66,New,18-24,E-Wallet,1.7,On-Time,17.8,40.9,0,0,5.0
ORD102098,2020-10-30,RMCO,CUST90081,Penang,Sabah/Sarawak Hub,HNL-9796,Home & Living,Website,7,77.33,8.0,Organic Search,75.95,Referral,528.22,Loyal/VIP,45-54,Bank Transfer,4.1,On-Time,15.68,63.9,0,0,4.5
ORD100269,2020-10-30,RMCO,CUST90209,Negeri Sembilan,Northern Hub,ELE-2026,Electronics,Mobile App,2,359.74,12.6,Affiliate,505.37,Social Media,791.56,Loyal/VIP,35-44,E-Wallet,4.5,Delayed,9.63,77.6,0,0,4.3
ORD102037,2020-10-30,RMCO,CUST20082,Selangor,Klang Valley Hub,FSH-5010,Fashion,Mobile App,5,66.86,17.8,Affiliate,257.04,Social Media,536.25,New,45-54,E-Wallet,3.3,On-Time,6.81,81.5,0,0,4.4
ORD103147,2020-10-30,RMCO,CUST90070,Penang,Penang Hub,GRC-9275,Groceries,Mobile App,3,21.77,12.9,Email,102.44,Paid Search,100.83,Loyal/VIP,25-34,E-Wallet,3.9,On-Time,10.18,59.7,0,0,4.0
ORD103483,2020-10-30,RMCO,CUST21027,Johor,Klang Valley Hub,HPC-2962,Health & Personal Care,Website,6,38.89,8.2,Organic Search,199.79,Referral,459.24,New,25-34,Bank Transfer,4.4,On-Time,8.71,33.4,0,1,3.6
ORD100410,2020-10-31,RMCO,CUST90247,Penang,Sabah/Sarawak Hub,HPC-4513,Health & Personal Care,Mobile App,7,41.22,2.7,Direct,400.95,Email Campaign,616.92,Loyal/VIP,35-44,E-Wallet,1.0,On-Time,23.56,39.6,0,0,3.7
ORD103422,2020-10-31,RMCO,CUST90189,Kuala Lumpur,Johor Hub,HNL-6400,Home & Living,Marketplace,7,89.63,8.2,Email,847.79,Paid Search,1774.35,Returning,25-34,E-Wallet,1.0,On-Time,9.86,45.8,0,1,5.0
ORD102849,2020-10-31,RMCO,CUST90062,Perak,Johor Hub,GRC-7747,Groceries,Website,7,22.63,14.6,Google Ads,106.05,Organic Search,282.95,Returning,25-34,Card,1.8,On-Time,8.19,58.2,0,0,4.2
ORD101960,2020-10-31,RMCO,CUST20437,Perak,Sabah/Sarawak Hub,GRC-9897,Groceries,Marketplace,6,26.54,2.4,Facebook Ads,426.44,Direct,893.63,New,35-44,Card,3.7,On-Time,23.09,50.7,0,0,5.0
ORD101813,2020-10-31,RMCO,CUST20897,Kuala Lumpur,Penang Hub,GRC-2127,Groceries,Mobile App,6,26.99,20.3,Influencer,1614.38,Direct,3418.56,New,18-24,Card,2.7,On-Time,8.08,88.9,0,1,5.0
ORD101197,2020-10-31,RMCO,CUST90071,Kuala Lumpur,Klang Valley Hub,GRC-5055,Groceries,Website,3,22.53,13.6,Facebook Ads,109.23,Organic Search,215.68,Returning,55+,E-Wallet,3.0,On-Time,7.13,43.6,0,0,4.7
ORD102081,2020-10-31,RMCO,CUST90190,Penang,Penang Hub,FSH-2124,Fashion,Marketplace,5,66.16,15.2,Organic Search,430.36,Social Media,909.87,Returning,45-54,E-Wallet,3.6,Delayed,9.68,30.5,0,0,4.1
ORD100677,2020-10-31,RMCO,CUST90155,Sabah,Penang Hub,HNL-9084,Home & Living,Mobile App,8,89.67,9.3,Google Ads,347.68,Social Media,943.71,Returning,35-44,E-Wallet,1.6,On-Time,7.14,98.9,0,0,4.2
ORD101993,2020-11-01,RMCO,CUST20599,Penang,Johor Hub,FNB-1107,F&B,Mobile App,5,17.68,17.1,Influencer,320.52,Organic Search,535.79,New,25-34,E-Wallet,1.6,On-Time,6.99,66.9,0,0,4.3
ORD100772,2020-11-01,RMCO,CUST90385,Sabah,Sabah/Sarawak Hub,FNB-7023,F&B,Mobile App,3,18.09,22.6,Direct,917.49,Paid Search,1822.18,Loyal/VIP,45-54,E-Wallet,3.8,On-Time,17.29,46.6,0,0,3.7
ORD100788,2020-11-01,RMCO,CUST90150,Selangor,Northern Hub,SPO-8100,Sports & Outdoor,Marketplace,4,109.88,9.9,Google Ads,340.44,Social Media,904.29,Loyal/VIP,35-44,COD,4.1,Delayed,12.31,79.7,0,1,4.1
ORD101675,2020-11-01,RMCO,CUST90128,Selangor,Penang Hub,FSH-6437,Fashion,Mobile App,3,58.59,2.4,Google Ads,576.48,Social Media,1153.3,Loyal/VIP,25-34,E-Wallet,6.7,Cancelled,9.69,48.0,0,0,3.3
ORD101859,2020-11-02,RMCO,CUST90140,Selangor,Northern Hub,ELE-3174,Electronics,Mobile App,6,317.66,6.6,Affiliate,449.0,Paid Search,1875.98,Loyal/VIP,25-34,E-Wallet,2.2,On-Time,9.15,79.6,0,0,4.5
ORD102933,2020-11-02,RMCO,CUST21408,Selangor,Klang Valley Hub,HPC-8623,Health & Personal Care,Mobile App,1,41.7,1.8,Affiliate,136.83,Direct,288.64,New,35-44,Card,2.0,On-Time,7.96,35.4,0,0,4.0
ORD103025,2020-11-02,RMCO,CUST90218,Kuala Lumpur,Northern Hub,BNK-9079,Baby & Kids,Mobile App,5,62.43,4.9,Organic Search,331.52,Social Media,1033.6,Returning,18-24,E-Wallet,3.4,On-Time,9.36,80.3,0,0,4.3
ORD102006,2020-11-03,RMCO,CUST90197,Kuala Lumpur,Klang Valley Hub,GRC-9643,Groceries,Mobile App,2,23.23,10.1,Email,352.11,Social Media,609.74,Returning,25-34,Card,1.3,On-Time,7.29,67.3,0,0,4.6
ORD102466,2020-11-03,RMCO,CUST90106,Selangor,Klang Valley Hub,FSH-6581,Fashion,Mobile App,2,53.19,9.3,Google Ads,1364.46,Social Media,2309.13,Loyal/VIP,25-34,Bank Transfer,4.1,On-Time,6.41,35.3,0,0,4.4
ORD100793,2020-11-03,RMCO,CUST90355,Selangor,Klang Valley Hub,FSH-5971,Fashion,Marketplace,7,62.84,10.0,Organic Search,425.79,Direct,867.74,Loyal/VIP,35-44,Card,3.7,Delayed,6.2,25.7,0,0,3.6
ORD101856,2020-11-04,RMCO,CUST90336,Penang,Johor Hub,GRC-9819,Groceries,Mobile App,8,25.87,27.1,Influencer,361.32,Social Media,726.8,Returning,35-44,Card,5.0,Delayed,8.8,47.0,0,0,4.1
ORD101736,2020-11-04,RMCO,CUST90103,Negeri Sembilan,Johor Hub,HPC-1824,Health & Personal Care,Website,7,38.65,18.6,Organic Search,713.86,Organic Search,1047.07,Loyal/VIP,18-24,COD,5.1,On-Time,11.65,47.8,0,0,4.0
ORD100019,2020-11-04,RMCO,CUST21831,Selangor,Sabah/Sarawak Hub,ELE-5957,Electronics,Website,2,401.07,5.7,Organic Search,61.55,Paid Search,956.86,New,25-34,E-Wallet,2.0,On-Time,20.47,54.4,0,0,4.3
ORD101142,2020-11-04,RMCO,CUST90287,Johor,Penang Hub,HPC-3934,Health & Personal Care,Mobile App,4,50.94,15.2,Organic Search,1028.23,Direct,1197.99,Returning,18-24,E-Wallet,1.0,On-Time,7.04,43.9,0,0,5.0
ORD101351,2020-11-05,RMCO,CUST90177,Kuala Lumpur,Johor Hub,HPC-6836,Health & Personal Care,Mobile App,6,50.86,11.9,Influencer,117.74,Direct,482.86,Returning,25-34,E-Wallet,1.0,On-Time,6.88,20.5,0,0,4.5
ORD101792,2020-11-05,RMCO,CUST90195,Perak,Northern Hub,HPC-3124,Health & Personal Care,Marketplace,8,44.32,5.9,Google Ads,399.43,Paid Search,859.63,Returning,18-24,COD,1.8,On-Time,9.0,34.2,0,0,4.4
ORD101524,2020-11-05,RMCO,CUST90064,Selangor,Northern Hub,HNL-9289,Home & Living,Marketplace,5,94.32,16.6,Influencer,99.88,Paid Search,588.31,Returning,55+,E-Wallet,2.6,On-Time,8.62,58.6,0,0,4.8
ORD103312,2020-11-06,RMCO,CUST90244,Selangor,Johor Hub,GRC-8805,Groceries,Mobile App,3,23.32,6.5,Google Ads,488.34,Organic Search,897.85,Loyal/VIP,35-44,COD,1.1,On-Time,6.77,27.0,0,0,4.8
ORD102321,2020-11-06,RMCO,CUST90149,Johor,Klang Valley Hub,HPC-3658,Health & Personal Care,Mobile App,3,48.92,22.0,Google Ads,628.77,Organic Search,916.25,Returning,55+,E-Wallet,1.4,On-Time,6.15,36.5,0,0,4.8
ORD102020,2020-11-06,RMCO,CUST90012,Johor,Klang Valley Hub,HPC-3334,Health & Personal Care,Mobile App,8,44.61,21.8,Influencer,6.97,Referral,270.39,Returning,45-54,Bank Transfer,4.1,Delayed,7.82,59.5,0,1,4.5
ORD101466,2020-11-06,RMCO,CUST90140,Kuala Lumpur,Northern Hub,GRC-4919,Groceries,Mobile App,7,23.02,2.2,Facebook Ads,90.25,Email Campaign,398.19,Loyal/VIP,18-24,E-Wallet,4.8,Delayed,11.08,31.1,0,0,4.1
ORD102272,2020-11-06,RMCO,CUST90136,Kedah,Penang Hub,SPO-7132,Sports & Outdoor,Website,7,110.26,11.9,Google Ads,511.4,Paid Search,1473.02,Loyal/VIP,45-54,Bank Transfer,3.3,On-Time,7.95,24.1,0,0,4.4
ORD100881,2020-11-07,RMCO,CUST21795,Selangor,Klang Valley Hub,FNB-2276,F&B,Mobile App,8,18.69,12.7,Direct,223.98,Referral,457.67,New,25-34,E-Wallet,4.6,On-Time,7.6,53.5,0,0,3.9
ORD101865,2020-11-07,RMCO,CUST21120,Johor,Penang Hub,BNK-7102,Baby & Kids,Mobile App,9,47.22,14.5,Direct,1735.09,Organic Search,2746.78,New,18-24,Bank Transfer,5.5,Delayed,8.81,100.0,0,0,4.3
ORD101358,2020-11-07,RMCO,CUST90180,Perak,Johor Hub,FSH-8414,Fashion,Website,8,64.0,8.6,Organic Search,867.97,Direct,1364.86,Returning,35-44,E-Wallet,4.6,On-Time,8.56,51.1,0,0,4.8
ORD102147,2020-11-07,RMCO,CUST20053,Perak,Klang Valley Hub,FSH-9388,Fashion,Mobile App,8,51.94,9.6,Google Ads,105.24,Organic Search,559.46,New,25-34,E-Wallet,4.3,Delayed,8.76,80.4,0,0,3.2
ORD102789,2020-11-08,RMCO,CUST21921,Selangor,Klang Valley Hub,HPC-3557,Health & Personal Care,Mobile App,6,42.23,5.4,Organic Search,941.5,Social Media,1716.47,New,45-54,COD,1.8,On-Time,7.78,53.4,0,0,4.3
ORD101228,2020-11-08,RMCO,CUST90307,Kuala Lumpur,Johor Hub,FSH-6701,Fashion,Mobile App,4,59.65,6.5,Facebook Ads,346.96,Email Campaign,816.88,Returning,35-44,E-Wallet,5.0,Delayed,8.77,46.2,0,0,4.0
ORD103057,2020-11-08,RMCO,CUST21868,Johor,Northern Hub,FSH-2184,Fashion,Marketplace,7,65.49,10.5,Affiliate,340.59,Organic Search,774.41,New,35-44,Bank Transfer,1.9,On-Time,10.46,25.8,0,0,3.9
ORD101146,2020-11-08,RMCO,CUST90120,Johor,Johor Hub,HNL-3567,Home & Living,Website,8,89.67,15.8,Direct,393.36,Direct,1459.94,Returning,18-24,Card,2.7,On-Time,10.02,75.0,0,1,5.0
ORD102840,2020-11-08,RMCO,CUST20801,Perak,Penang Hub,SPO-1328,Sports & Outdoor,Marketplace,5,113.02,5.7,Google Ads,320.52,Organic Search,1221.83,New,35-44,E-Wallet,2.5,On-Time,10.38,38.8,0,0,4.8
ORD101952,2020-11-08,RMCO,CUST90069,Kuala Lumpur,Klang Valley Hub,ELE-5100,Electronics,Marketplace,8,383.95,10.4,Google Ads,431.54,Organic Search,3095.32,Returning,35-44,Card,1.5,On-Time,7.0,23.1,0,0,4.3
ORD103027,2020-11-09,RMCO,CUST90016,Selangor,Sabah/Sarawak Hub,SPO-4649,Sports & Outdoor,Website,2,135.45,5.1,Influencer,612.02,Paid Search,1065.74,Returning,35-44,Bank Transfer,4.6,On-Time,19.73,48.5,0,0,3.8
ORD100028,2020-11-09,RMCO,CUST90245,Sarawak,Klang Valley Hub,GRC-7283,Groceries,Marketplace,4,25.73,12.0,Direct,303.01,Paid Search,579.7,Loyal/VIP,55+,E-Wallet,1.9,On-Time,8.19,59.5,0,0,4.6
ORD102730,2020-11-09,RMCO,CUST90380,Kuala Lumpur,Penang Hub,HPC-9331,Health & Personal Care,Marketplace,3,44.9,7.7,Affiliate,1589.49,Social Media,2854.75,Returning,45-54,COD,3.1,Delayed,8.85,31.3,0,0,4.8
ORD101837,2020-11-09,RMCO,CUST90002,Selangor,Northern Hub,GRC-9650,Groceries,Marketplace,6,22.53,5.9,Organic Search,547.53,Social Media,1113.91,Loyal/VIP,55+,COD,3.9,On-Time,9.37,22.2,0,0,4.7
ORD102842,2020-11-09,RMCO,CUST90284,Perak,Johor Hub,FNB-5717,F&B,Marketplace,4,18.78,5.6,Facebook Ads,117.58,Direct,308.72,Returning,25-34,E-Wallet,3.6,Delayed,10.32,23.9,0,0,4.4
ORD100407,2020-11-09,RMCO,CUST90098,Selangor,Klang Valley Hub,BNK-2249,Baby & Kids,Mobile App,6,53.31,4.0,Google Ads,397.02,Direct,1224.83,Returning,45-54,E-Wallet,3.3,Delayed,6.48,50.5,0,0,4.4
ORD102674,2020-11-09,RMCO,CUST90059,Selangor,Klang Valley Hub,FNB-8866,F&B,Marketplace,6,18.47,20.1,Affiliate,557.92,Social Media,1072.91,Returning,45-54,E-Wallet,1.8,On-Time,7.02,59.8,0,0,4.7
ORD100928,2020-11-10,RMCO,CUST20776,Penang,Klang Valley Hub,FNB-2760,F&B,Mobile App,6,20.93,15.9,Influencer,316.46,Direct,707.49,New,45-54,E-Wallet,1.8,Delayed,6.11,46.5,0,0,4.3
ORD101581,2020-11-11,RMCO,CUST21400,Negeri Sembilan,Penang Hub,GRC-4012,Groceries,Mobile App,7,21.78,21.9,Affiliate,334.16,Social Media,810.76,New,25-34,E-Wallet,2.2,On-Time,7.08,50.5,0,0,5.0
ORD100052,2020-11-11,RMCO,CUST90105,Perak,Penang Hub,ELE-5882,Electronics,Marketplace,7,338.02,2.4,Facebook Ads,711.42,Social Media,3761.92,Returning,18-24,COD,1.2,On-Time,7.85,53.9,0,0,5.0
ORD102327,2020-11-11,RMCO,CUST90398,Sabah,Johor Hub,ELE-5928,Electronics,Marketplace,7,355.56,10.7,Direct,729.0,Direct,2275.88,Returning,25-34,Card,1.6,On-Time,7.86,77.0,0,0,4.6
ORD100700,2020-11-11,RMCO,CUST90399,Selangor,Klang Valley Hub,HNL-3456,Home & Living,Mobile App,3,99.12,5.3,Affiliate,1203.24,Paid Search,3116.7,Returning,55+,E-Wallet,2.8,On-Time,6.82,74.5,0,0,4.5
ORD101814,2020-11-12,RMCO,CUST90402,Kedah,Penang Hub,GRC-1363,Groceries,Mobile App,6,26.26,13.4,Direct,213.81,Social Media,514.05,Loyal/VIP,25-34,Card,2.9,On-Time,10.54,17.3,0,0,4.5
ORD103225,2020-11-13,RMCO,CUST21711,Penang,Penang Hub,FSH-6139,Fashion,Website,8,53.01,20.4,Organic Search,661.63,Referral,1402.23,New,25-34,Card,2.1,On-Time,10.37,94.7,0,0,4.8
ORD101826,2020-11-13,RMCO,CUST90122,Johor,Northern Hub,FSH-2445,Fashion,Mobile App,7,60.25,12.8,Facebook Ads,946.91,Organic Search,1936.92,Returning,55+,E-Wallet,1.0,On-Time,8.25,23.8,0,1,5.0
ORD100186,2020-11-13,RMCO,CUST21172,Sabah,Klang Valley Hub,HPC-5123,Health & Personal Care,Website,6,38.41,15.4,Google Ads,1012.87,Paid Search,2369.62,New,35-44,E-Wallet,2.8,On-Time,7.33,49.6,0,0,4.3
ORD101478,2020-11-13,RMCO,CUST20317,Selangor,Johor Hub,ELE-8760,Electronics,Mobile App,1,351.29,6.2,Organic Search,381.03,Referral,839.9,New,45-54,E-Wallet,2.6,On-Time,10.47,47.4,0,0,3.8
ORD101828,2020-11-13,RMCO,CUST90165,Melaka,Penang Hub,HNL-1765,Home & Living,Mobile App,6,98.85,7.4,Facebook Ads,608.41,Direct,1516.94,Loyal/VIP,18-24,E-Wallet,1.3,On-Time,7.88,61.4,0,0,4.9
ORD101400,2020-11-13,RMCO,CUST90242,Kuala Lumpur,Klang Valley Hub,FNB-6864,F&B,Website,5,22.62,10.3,Facebook Ads,1039.52,Direct,1548.66,Returning,35-44,Bank Transfer,5.6,On-Time,9.47,50.0,0,0,4.5
ORD101006,2020-11-13,RMCO,CUST20753,Johor,Klang Valley Hub,HNL-5199,Home & Living,Mobile App,1,82.46,3.6,Organic Search,495.16,Referral,970.11,New,35-44,Bank Transfer,5.9,Delayed,9.53,51.1,0,0,3.8
ORD101917,2020-11-13,RMCO,CUST90212,Perak,Penang Hub,FSH-6116,Fashion,Mobile App,3,60.56,15.9,Email,532.81,Organic Search,939.46,Returning,18-24,E-Wallet,2.0,On-Time,7.24,75.8,0,0,4.4
